Old Gene ID,current_version_ID,gene_name,gene_product,PfID
PBANKA_133570,PBANKA_1335700,,"conserved Plasmodium protein, unknown function",PF3D7_1472500
PBANKA_133580,PBANKA_1335800,,"protein disulfide-isomerase, putative",PF3D7_1472600
PBANKA_133590,PBANKA_1335900,,"DNA-directed RNA polymerase, alpha subunit, putative",PF3D7_1472700
PBANKA_133600,PBANKA_1336000,,"conserved Plasmodium protein, unknown function",PF3D7_1472800
PBANKA_133610,PBANKA_1336100,DHOase,"dihydroorotase, putative",PF3D7_1472900
PBANKA_133620,PBANKA_1336200,,"conserved Plasmodium protein, unknown function",PF3D7_1473000
PBANKA_133630,PBANKA_1336300,,"GTPase-activating protein, putative",PF3D7_1473100
PBANKA_133640,PBANKA_1336400,,"DnaJ protein, putative",PF3D7_1473200
PBANKA_133650,PBANKA_1336500,,"conserved Plasmodium protein, unknown function",PF3D7_1473300
PBANKA_133660,PBANKA_1336600,,"conserved Plasmodium protein, unknown function",PF3D7_1473400
PBANKA_133670,PBANKA_1336700,,"conserved Plasmodium protein, unknown function",PF3D7_1473500
PBANKA_133680,PBANKA_1336800,,"conserved Plasmodium protein, unknown function",PF3D7_1473600
PBANKA_133690,PBANKA_1336900,,"conserved Plasmodium protein, unknown function",#N/A
PBANKA_133700,PBANKA_1337000,,"conserved Plasmodium protein, unknown function",PF3D7_1473900
PBANKA_133710,PBANKA_1337100,SF1,"splicing factor 1, putative",PF3D7_1321700
PBANKA_133720,PBANKA_1337200,,"protein transport protein SFT2, putative",PF3D7_1321800
PBANKA_133730,PBANKA_1337300,,"conserved Plasmodium protein, unknown function",PF3D7_1321900
PBANKA_133740,PBANKA_1337400,,"adenosine-diphosphatase, putative",PF3D7_1322000
PBANKA_133750,PBANKA_1337500,,"conserved Plasmodium protein, unknown function",PF3D7_1322200
PBANKA_133760,PBANKA_1337600,,"conserved Plasmodium protein, unknown function",PF3D7_1322300
PBANKA_133770,PBANKA_1337700,,"conserved Plasmodium protein, unknown function",PF3D7_1322400
PBANKA_133780,PBANKA_1337800,DHHC5,palmitoyltransferase,PF3D7_1322500
PBANKA_133790,PBANKA_1337900,,"conserved Plasmodium protein, unknown function",PF3D7_1322700
PBANKA_133800,PBANKA_1338000,,"conserved Plasmodium protein, unknown function",PF3D7_1322800
PBANKA_133810,PBANKA_1338100,,"conserved Plasmodium protein, unknown function",PF3D7_1322900
PBANKA_133820,PBANKA_1338200,FabZ,"beta-hydroxyacyl-ACP dehydratase, putative",PF3D7_1323000
PBANKA_133830,PBANKA_1338300,,"60S ribosomal protein L6, putative",PF3D7_1323100
PBANKA_133840,PBANKA_1338400,,"V-type proton ATPase subunit G, putative",PF3D7_1323200
PBANKA_133850,PBANKA_1338500,,"acetyltransferase, GNAT family, putative",PF3D7_1323300
PBANKA_133860,PBANKA_1338600,RPL23,"60S ribosomal protein L23, putative",PF3D7_1323400
PBANKA_133870,PBANKA_1338700,PMV,"plasmepsin V, putative",PF3D7_1323500
PBANKA_133880,PBANKA_1338800,,"conserved Plasmodium protein, unknown function",PF3D7_1323600
PBANKA_133890,PBANKA_1338900,GAPM1,"glideosome associated protein with multiple membrane spans 1, putative",PF3D7_1323700
PBANKA_133900,PBANKA_1339000,VPS52,"vacuolar protein sorting-associated protein 52, putative",PF3D7_1323800
PBANKA_133910,PBANKA_1339100,,"protein BCP1, putative",PF3D7_1323900
PBANKA_133920,PBANKA_1339200,,"conserved Plasmodium protein, unknown function",PF3D7_1324000
PBANKA_133930,PBANKA_1339300,,"conserved Plasmodium protein, unknown function",PF3D7_1324100
PBANKA_133940,PBANKA_1339400,,"micro-fibrillar-associated protein, putative",PF3D7_1324200
PBANKA_133950,PBANKA_1339500,,"conserved Plasmodium protein, unknown function",PF3D7_1324300
PBANKA_133960,PBANKA_1339600,,"MSF1-like protein, putative",PF3D7_1324400
PBANKA_133970,PBANKA_1339700,,"DEAD box helicase, putative",PF3D7_1324500
PBANKA_133980,PBANKA_1339800,,"conserved Plasmodium protein, unknown function",PF3D7_1324600
PBANKA_133990,PBANKA_1339900,,"SNARE protein, putative",PF3D7_1324700
PBANKA_134000,PBANKA_1340000,DHFS-FPGS,"dihydrofolate synthase/folylpolyglutamate synthase, putative",PF3D7_1324800
PBANKA_134010,PBANKA_1340100,LDH,L-lactate dehydrogenase,PF3D7_1324900
PBANKA_134020,PBANKA_1340200,LSM6,"U6 snRNA-associated Sm-like protein LSm6, putative",PF3D7_1325000
PBANKA_134030,PBANKA_1340300,,"phosphoribosylpyrophosphate synthetase, putative",PF3D7_1325100
PBANKA_134040,PBANKA_1340400,,"oxidoreductase, putative",PF3D7_1325200
PBANKA_134050,PBANKA_1340500,,"conserved Plasmodium protein, unknown function",PF3D7_1325400
PBANKA_134060,PBANKA_1340600,,"conserved Plasmodium protein, unknown function",PF3D7_1325500
PBANKA_134070,PBANKA_1340700,FIS1,"mitochondrial fission 1 protein, putative",PF3D7_1325600
PBANKA_134080,PBANKA_1340800,,"conserved Plasmodium protein, unknown function",PF3D7_1325700
PBANKA_134090,PBANKA_1340900,,"conserved Plasmodium protein, unknown function",PF3D7_1325800
PBANKA_134100,PBANKA_1341000,,"conserved Plasmodium protein, unknown function",PF3D7_1325900
PBANKA_134110,PBANKA_1341100,,"conserved Plasmodium protein, unknown function",PF3D7_1326000
PBANKA_134120,PBANKA_1341200,,"WD repeat-containing protein, putative",PF3D7_1326100
PBANKA_134130,PBANKA_1341300,,"GTPase-activating protein, putative",#N/A
PBANKA_134140,PBANKA_1341400,,"conserved Plasmodium protein, unknown function",PF3D7_1326200
PBANKA_134150,PBANKA_1341500,,"RNA-binding protein, putative",PF3D7_1326300
PBANKA_134160,PBANKA_1341600,,"translation initiation factor eIF-2B subunit gamma, putative",PF3D7_1326400
PBANKA_134170,PBANKA_1341700,,"conserved Plasmodium protein, unknown function",PF3D7_1326500
PBANKA_134180,PBANKA_1341800,,"conserved Plasmodium protein, unknown function",PF3D7_1326600
PBANKA_134190,PBANKA_1341900,,"conserved Plasmodium protein, unknown function",PF3D7_1326700
PBANKA_134200,PBANKA_1342000,,"Qa-SNARE protein, putative",PF3D7_1326800
PBANKA_134210,PBANKA_1342100,,"conserved Plasmodium protein, unknown function",PF3D7_1326900
PBANKA_134220,PBANKA_1342200,,"conserved Plasmodium protein, unknown function",PF3D7_1327000
PBANKA_134230,PBANKA_1342300,,"conserved Plasmodium protein, unknown function",#N/A
PBANKA_134240,PBANKA_1342400,RPR2,"ribonuclease P protein subunit RPR2, putative",PF3D7_1327200
PBANKA_134250,PBANKA_1342500,,"conserved Plasmodium protein, unknown function",PF3D7_1327300
PBANKA_134260,PBANKA_1342600,,"conserved Plasmodium protein, unknown function",PF3D7_1327400
PBANKA_134270,PBANKA_1342700,,"conserved Plasmodium protein, unknown function",PF3D7_1327500
PBANKA_134280,PBANKA_1342800,NMNAT,"nicotinate-nucleotide adenylyltransferase, putative",PF3D7_1327600
PBANKA_134290,PBANKA_1342900,UPF3B,"regulator of nonsense transcripts 3B, putative",PF3D7_1327700
PBANKA_134300,PBANKA_1343000,,"ribose-phosphate pyrophosphokinase, putative",PF3D7_1327800
PBANKA_134310,PBANKA_1343100,,"conserved Plasmodium protein, unknown function",PF3D7_1327900
PBANKA_134320,PBANKA_1343200,,"conserved Plasmodium protein, unknown function",PF3D7_1328000
PBANKA_134330,PBANKA_1343300,,"proteasome subunit beta type-7, putative",PF3D7_1328100
PBANKA_134340,PBANKA_1343400,,"conserved Plasmodium protein, unknown function",PF3D7_1328200
PBANKA_134350,PBANKA_1343500,,"conserved Plasmodium protein, unknown function",PF3D7_1328300
PBANKA_134360,PBANKA_1343600,,"conserved Plasmodium protein, unknown function",PF3D7_1328400
PBANKA_134370,PBANKA_1343700,,"conserved Plasmodium protein, unknown function",PF3D7_1328600
PBANKA_134380,PBANKA_1343800,Sir2A,transcriptional regulatory protein sir2a,PF3D7_1328800
PBANKA_134390,PBANKA_1343900,,"conserved Plasmodium protein, unknown function",PF3D7_1328900
PBANKA_134400,PBANKA_1344000,,"DNA-directed RNA polymerase III subunit RPC1, putative",PF3D7_1329000
PBANKA_134410,PBANKA_1344100,,"myosin C, putative",PF3D7_1329100
PBANKA_134420,PBANKA_1344200,,"conserved Plasmodium protein, unknown function",PF3D7_1329200
PBANKA_134430,PBANKA_1344300,,"chromatin assembly factor 1 subunit, putative",PF3D7_1329300
PBANKA_134440,PBANKA_1344400,,"AMP deaminase, putative",PF3D7_1329400
PBANKA_134450,PBANKA_1344500,,"conserved Plasmodium protein, unknown function",PF3D7_1329500
PBANKA_134460,PBANKA_1344600,,"conserved Plasmodium protein, unknown function",PF3D7_1329600
PBANKA_134470,PBANKA_1344700,ACBP1,"apicoplast calcium binding protein 1, putative",PF3D7_1329700
PBANKA_134480,PBANKA_1344800,,"conserved Plasmodium protein, unknown function",PF3D7_1329800
PBANKA_134490,PBANKA_1344900,,"conserved Plasmodium protein, unknown function",PF3D7_1329900
PBANKA_134500,PBANKA_1345000,,"thioredoxin, putative",PF3D7_1330000.1
PBANKA_134510,PBANKA_1345100,,"conserved Plasmodium protein, unknown function",PF3D7_1330100
PBANKA_134520,PBANKA_1345200,,"conserved Plasmodium protein, unknown function",PF3D7_1330200
PBANKA_134530,PBANKA_1345300,,"DNAJ like protein, putative",#N/A
PBANKA_134540,PBANKA_1345400,,"ER lumen protein retaining receptor 1, putative",PF3D7_1330400.1
PBANKA_134550,PBANKA_1345500,,"conserved Plasmodium protein, unknown function",PF3D7_1330500
PBANKA_134560,PBANKA_1345600,,"elongation factor Tu, putative",PF3D7_1330600
PBANKA_134570,PBANKA_1345700,,"GPI transamidase subunit PIG-U, putative",PF3D7_1330700
PBANKA_134580,PBANKA_1345800,,"RNA-binding protein, putative",PF3D7_1330800
PBANKA_134590,PBANKA_1345900,,"protein kinase, putative",PF3D7_1331000
PBANKA_134600,PBANKA_1346000,POLQ,"DNA polymerase theta, putative",PF3D7_1331100
PBANKA_134610,PBANKA_1346100,,"conserved Plasmodium protein, unknown function",PF3D7_1331200
PBANKA_134620,PBANKA_1346200,SP21,"signal peptidase 21 kDa subunit, putative",PF3D7_1331300
PBANKA_134630,PBANKA_1346300,UIS19,"CPW-WPC family protein, putative",PF3D7_1331400
PBANKA_134640,PBANKA_1346400,,"conserved Plasmodium protein, unknown function",PF3D7_1331500
PBANKA_134650,PBANKA_1346500,PTPLA,protein tyrosine phosphatase-like protein,PF3D7_1331600
PBANKA_134660,PBANKA_1346600,,"glutamine--tRNA ligase, putative",PF3D7_1331700
PBANKA_134670,PBANKA_1346700,,"60S ribosomal protein L23, putative",PF3D7_1331800
PBANKA_134680,PBANKA_1346800,,"Qa-SNARE protein, putative",PF3D7_1332000
PBANKA_134690,PBANKA_1346900,,"conserved Plasmodium protein, unknown function",PF3D7_1332100
PBANKA_134700,PBANKA_1347000,,"conserved Plasmodium protein, unknown function",PF3D7_1332200
PBANKA_134710,PBANKA_1347100,TRAPPC2,"trafficking protein particle complex subunit 2, putative",PF3D7_1332300
PBANKA_134720,PBANKA_1347200,,"nucleotidyltransferase, putative",PF3D7_1332400
PBANKA_134730,PBANKA_1347300,,"SAM-dependent RNA methyltransferase, putative",PF3D7_1332500
PBANKA_134740,PBANKA_1347400,,"apurinic/apyrimidinic endonuclease Apn1, putative",PF3D7_1332600
PBANKA_134750,PBANKA_1347500,DBP8,"ATP-dependent RNA helicase DBP8, putative",PF3D7_1332700
PBANKA_134760,PBANKA_1347600,,"eukaryotic translation initiation factor 6, putative",PF3D7_1332800
PBANKA_134770,PBANKA_1347700,,"isoleucine--tRNA ligase, putative",PF3D7_1332900
PBANKA_134780,PBANKA_1347800,CPN20,"20 kDa chaperonin, putative",PF3D7_1333000
PBANKA_134790,PBANKA_1347900,UBA1,"ubiquitin activating enzyme, putative",PF3D7_1333200
PBANKA_134800,PBANKA_1348000,,"transmembrane protein Tmp21 homologue, putative",PF3D7_1333300
PBANKA_134810,PBANKA_1348100,,"conserved Plasmodium protein, unknown function",PF3D7_1333400
PBANKA_134820,PBANKA_1348200,,"conserved Plasmodium protein, unknown function",PF3D7_1333500
PBANKA_134830,PBANKA_1348300,UTP4,"U3 small nucleolar RNA-associated protein 4, putative",PF3D7_1333600
PBANKA_134840,PBANKA_1348400,CenH3,"histone H3-like centromeric protein CSE4, putative",PF3D7_1333700
PBANKA_134850,PBANKA_1348500,,"conserved Plasmodium protein, unknown function",PF3D7_1333800
PBANKA_134860,PBANKA_1348600,,"conserved Plasmodium protein, unknown function",PF3D7_1333900
PBANKA_134870,PBANKA_1348700,,"conserved Plasmodium protein, unknown function",PF3D7_1334000
PBANKA_134880,PBANKA_1348800,,"conserved Plasmodium protein, unknown function",PF3D7_1334100
PBANKA_134890,PBANKA_1348900,,"chaperone binding protein, putative",PF3D7_1334200
PBANKA_134900,PBANKA_1349000,MSRP2,MSP7-like protein,PF3D7_1335000
PBANKA_134910,PBANKA_1349100,MSP7,MSP7-like protein,PF3D7_1334600
PBANKA_134920,PBANKA_1349200,MSRP1,MSP7-like protein,PF3D7_1334400
PBANKA_134930,PBANKA_1349300,,"conserved Plasmodium protein, unknown function",#N/A
PBANKA_134940,PBANKA_1349400,,"conserved Plasmodium protein, unknown function",PF3D7_1335500
PBANKA_134950,PBANKA_1349500,,"conserved Plasmodium protein, unknown function",PF3D7_1335600
PBANKA_134960,PBANKA_1349600,,"conserved Plasmodium protein, unknown function",PF3D7_1335700
PBANKA_134970,PBANKA_1349700,,"conserved Plasmodium protein, unknown function",PF3D7_1335800
PBANKA_134980,PBANKA_1349800,TRAP,sporozoite surface protein 2;thrombospondin-related anonymous protein,PF3D7_1335900
PBANKA_134990,PBANKA_1349900,,"conserved Plasmodium protein, unknown function",PF3D7_1336000
PBANKA_135000,PBANKA_1350000,,"conserved Plasmodium protein, unknown function",PF3D7_1336100
PBANKA_135010,PBANKA_1350100,,"conserved Plasmodium protein, unknown function",PF3D7_1336200
PBANKA_135020,PBANKA_1350200,,"conserved Plasmodium protein, unknown function",PF3D7_1336300
PBANKA_135030,PBANKA_1350300,,"RanBPM and CLTH-like protein, putative",PF3D7_1336400
PBANKA_135040,PBANKA_1350400,,"conserved Plasmodium protein, unknown function",PF3D7_1336600
PBANKA_135050,PBANKA_1350500,,"conserved Plasmodium protein, unknown function",PF3D7_1336700
PBANKA_135060,PBANKA_1350600,NUDC,"nuclear movement protein, putative",PF3D7_1336800
PBANKA_135070,PBANKA_1350700,,"tryptophan--tRNA ligase, putative",PF3D7_1336900
PBANKA_135080,PBANKA_1350800,,"endopeptidase, putative",PF3D7_1337000
PBANKA_135090,PBANKA_1350900,PK6,protein kinase 6,PF3D7_1337100
PBANKA_135100,PBANKA_1351000,DXS,"1-deoxy-D-xylulose 5-phosphate synthase, putative",PF3D7_1337200
PBANKA_135110,PBANKA_1351100,,"exoribonuclease, putative",PF3D7_1337300
PBANKA_135120,PBANKA_1351200,,"conserved Plasmodium protein, unknown function",PF3D7_1337400
PBANKA_135130,PBANKA_1351300,,"conserved Plasmodium protein, unknown function",#N/A
PBANKA_135140,PBANKA_1351400,,"conserved Plasmodium protein, unknown function",PF3D7_1337700
PBANKA_135150,PBANKA_1351500,CDPK5,calcium-dependent protein kinase 5,PF3D7_1337800
PBANKA_135160,PBANKA_1351600,,"conserved Plasmodium protein, unknown function",PF3D7_1337900
PBANKA_135170,PBANKA_1351700,,"conserved Plasmodium protein, unknown function",PF3D7_1338000
PBANKA_135180,PBANKA_1351800,RPN3,"26S proteasome regulatory subunit RPN3, putative",PF3D7_1338100
PBANKA_135190,PBANKA_1351900,,"60S ribosomal protein L6-2, putative",PF3D7_1338200
PBANKA_135200,PBANKA_1352000,,"elongation factor 1-gamma, putative",PF3D7_1338300
PBANKA_135210,PBANKA_1352100,,"conserved Plasmodium protein, unknown function",PF3D7_1338400
PBANKA_135220,PBANKA_1352200,,"conserved Plasmodium protein, unknown function",PF3D7_1338500
PBANKA_135230,PBANKA_1352300,,"conserved Plasmodium protein, unknown function",PF3D7_1338600
PBANKA_135240,PBANKA_1352400,,"conserved Plasmodium protein, unknown function",PF3D7_1338700
PBANKA_135250,PBANKA_1352500,,"CPW-WPC family protein, putative",PF3D7_1338800
PBANKA_135260,PBANKA_1352600,,"serine/threonine protein kinase, putative",PF3D7_1338900
PBANKA_135270,PBANKA_1352700,,"conserved Plasmodium protein, unknown function",PF3D7_1339300
PBANKA_135280,PBANKA_1352800,,"conserved Plasmodium protein, unknown function",PF3D7_1339400
PBANKA_135290,PBANKA_1352900,,"mitochondrial ribosomal protein L49 precursor, putative",PF3D7_1339500
PBANKA_135300,PBANKA_1353000,,"conserved Plasmodium protein, unknown function",PF3D7_1339600
PBANKA_135310,PBANKA_1353100,,"conserved Plasmodium protein, unknown function",PF3D7_1339700
PBANKA_135320,PBANKA_1353200,,"mitotic-spindle organizing protein 1, putative",PF3D7_1339800
PBANKA_135330,PBANKA_1353300,ABCB5,"ABC transporter B family member 5, putative",PF3D7_1339900
PBANKA_135340,PBANKA_1353400,PSOP7,"secreted ookinete protein, putative",PF3D7_1340000
PBANKA_135350,PBANKA_1353500,RRP42,"exosome complex component RRP42, putative",PF3D7_1340100
PBANKA_135360,PBANKA_1353600,,"conserved Plasmodium protein, unknown function",PF3D7_1340200
PBANKA_135370,PBANKA_1353700,,"nucleolar complex protein 2, putative",PF3D7_1340300
PBANKA_135380,PBANKA_1353800,,"conserved Plasmodium protein, unknown function",PF3D7_1340400
PBANKA_135390,PBANKA_1353900,,"conserved Plasmodium protein, unknown function",PF3D7_1340500
PBANKA_135400,PBANKA_1354000,DBR1,"RNA lariat debranching enzyme, putative",PF3D7_1340600
PBANKA_135410,PBANKA_1354100,RAB11b,"ras-related protein Rab-11B, putative",PF3D7_1340700
PBANKA_135420,PBANKA_1354200,MPC1,"mitochondrial pyruvate carrier protein 1, putative",PF3D7_1340800
PBANKA_135430,PBANKA_1354300,PiT,"sodium-dependent phosphate transporter, putative",PF3D7_1340900
PBANKA_135440,PBANKA_1354400,,"60S ribosomal protein L18, putative",PF3D7_1341200
PBANKA_135450,PBANKA_1354500,,"60S ribosomal protein L18-2, putative",PF3D7_1341300
PBANKA_135460,PBANKA_1354600,ISC1,"inner membrane complex suture component, putative",PF3D7_1341500
PBANKA_135470,PBANKA_1354700,GPI10,"GPI mannosyltransferase 3, putative",PF3D7_1341600
PBANKA_135480,PBANKA_1354800,,"conserved Plasmodium protein, unknown function",PF3D7_1341700
PBANKA_135490,PBANKA_1354900,IMC1k,"inner membrane complex protein 1k, putative",PF3D7_1341800
PBANKA_135500,PBANKA_1355000,,"V-type proton ATPase subunit D, putative",PF3D7_1341900
PBANKA_135510,PBANKA_1355100,,"40S ribosomal protein S6, putative",PF3D7_1342000
PBANKA_135520,PBANKA_1355200,IRP,"aconitate hydratase, putative;iron regulatory protein, putative",PF3D7_1342100
PBANKA_135530,PBANKA_1355300,,"conserved Plasmodium protein, unknown function",PF3D7_1342200
PBANKA_135540,PBANKA_1355400,,"conserved Plasmodium protein, unknown function",PF3D7_1342300
PBANKA_135550,PBANKA_1355500,CK2beta2,"casein kinase II beta chain, putative",PF3D7_1342400
PBANKA_135560,PBANKA_1355600,SPECT1,sporozoite protein essential for cell traversal,PF3D7_1342500
PBANKA_135570,PBANKA_1355700,MyoA,myosin A,PF3D7_1342600
PBANKA_135580,PBANKA_1355800,RPB12,"DNA-directed RNA polymerases I, II, and III subunit RPABC4, putative",PF3D7_1342700
PBANKA_135590,PBANKA_1355900,PEPCK,"phosphoenolpyruvate carboxykinase, putative",PF3D7_1342800
PBANKA_135600,PBANKA_1356000,ApiAP2,"transcription factor with AP2 domain(s), putative",PF3D7_1342900
PBANKA_135610,PBANKA_1356100,,"conserved Plasmodium protein, unknown function",PF3D7_1343100
PBANKA_135620,PBANKA_1356200,,"tRNA guanosine-2'-O-methyltransferase, putative",PF3D7_1343200
PBANKA_135630,PBANKA_1356300,,"conserved Plasmodium protein, unknown function",PF3D7_1343300
PBANKA_135640,PBANKA_1356400,RAD5,"DNA repair protein RAD5, putative",PF3D7_1343400
PBANKA_135650,PBANKA_1356500,,"conserved Plasmodium protein, unknown function",PF3D7_1343500
PBANKA_135660,PBANKA_1356600,,"UDP-N-acetylglucosamine pyrophosphorylase, putative",PF3D7_1343600
PBANKA_135670,PBANKA_1356700,,"kelch protein K13, putative",PF3D7_1343700
PBANKA_135680,PBANKA_1356800,,"conserved Plasmodium protein, unknown function",PF3D7_1343800
PBANKA_135690,PBANKA_1356900,PRPF4,"U4/U6 small nuclear ribonucleoprotein PRP4, putative",PF3D7_1343900
PBANKA_135700,PBANKA_1357000,,"aminomethyltransferase, putative",PF3D7_1344000
PBANKA_135720,PBANKA_1357200,HSP110,"heat shock protein 110, putative",PF3D7_1344200
PBANKA_135730,PBANKA_1357300,,"conserved Plasmodium protein, unknown function",PF3D7_1344300
PBANKA_135740,PBANKA_1357400,USB1,"U6 snRNA phosphodiesterase, putative",PF3D7_1344500
